PG.ProteinGroups,PG.Genes,PG.Organisms,[1] oecf4_20240822_Exp61_LTED_DMSO_rep1_full.raw.PG.Quantity,[2] oecf4_20240822_Exp61_LTED_DMSO_rep2_full.raw.PG.Quantity,[3] oecf4_20240822_Exp61_LTED_DMSO_rep3_full.raw.PG.Quantity,[4] oecf4_20240822_Exp61_LTED_inh_rep1_full.raw.PG.Quantity,[5] oecf4_20240822_Exp61_LTED_inh_rep2_full.raw.PG.Quantity,[6] oecf4_20240822_Exp61_LTED_inh_rep3_full.raw.PG.Quantity,[7] oecf4_20240822_Exp61_TAMR_DMSO_rep1_full.raw.PG.Quantity,[8] oecf4_20240822_Exp61_TAMR_DMSO_rep2_full.raw.PG.Quantity,[9] oecf4_20240822_Exp61_TAMR_DMSO_rep3_full.raw.PG.Quantity,[10] oecf4_20240822_Exp61_TAMR_inh_rep1_full.raw.PG.Quantity,[11] oecf4_20240822_Exp61_TAMR_inh_rep2_full.raw.PG.Quantity,[12] oecf4_20240822_Exp61_TAMR_inh_rep3_full.raw.PG.Quantity,[13] oecf4_20240822_Exp61_WT_DMSO_rep1_full.raw.PG.Quantity,[14] oecf4_20240822_Exp61_WT_DMSO_rep2_full.raw.PG.Quantity,[15] oecf4_20240822_Exp61_WT_DMSO_rep3_full.raw.PG.Quantity,[16] oecf4_20240822_Exp61_WT_inh_rep1_full.raw.PG.Quantity,[17] oecf4_20240822_Exp61_WT_inh_rep2_full.raw.PG.Quantity,[18] oecf4_20240822_Exp61_WT_inh_rep3_full.raw.PG.Quantity
Q86YW9,MED12L,Homo sapiens,NaN,11433.8984375,NaN,7534.88623046875,11020.0830078125,2657.335205078125,3496.255615234375,NaN,NaN,NaN,NaN,NaN,14901.7216796875,9578.5751953125,NaN,15171.697265625,10903.6669921875,8275.4609375
Q86Z02,HIPK1,Homo sapiens,28086.3046875,NaN,NaN,29607.529296875,34500.34375,NaN,28272.41796875,21019.91015625,26135.158203125,NaN,27454.525390625,32417.244140625,26508.765625,22962.765625,22030.509765625,29388.27734375,26673.640625,NaN
Q8IU60,DCP2,Homo sapiens,254778.515625,289062.0625,286071.0625,250772.09375,309228.78125,220150.375,405357,381554.71875,393527.3125,372250.25,394521.3125,557663.25,371562.9375,277709.75,282956.09375,419155.1875,312719.5,250901.296875
Q8IU81,IRF2BP1,Homo sapiens,713150.25,699381.1875,673024.375,616855.125,761645,602792.125,620229.4375,642487.5,651535.5625,622845.25,630567.125,841864.75,1102000,818902.1875,703837.9375,1032492.0625,799426.3125,662082.5625
Q8IU85,CAMK1D,Homo sapiens,80305.53125,72044.25,NaN,76646.921875,65071.8046875,56502.1328125,281224.96875,245225.625,282746.03125,301386.1875,263382.28125,355383.84375,43889.1875,76239.234375,29097.9765625,55369.46875,76853.25,NaN
Q8IUC4,RHPN2,Homo sapiens,489835.96875,547538.3125,353648.1875,503755.65625,529223.6875,356295.3125,552530.6875,475966.34375,566535.5,518222.65625,543358.3125,726455.125,632321.3125,440065.71875,413021.5625,596967.1875,508190.65625,415934.25
Q8IUD2,ERC1,Homo sapiens,92163.75,123382.359375,94273.96875,91369.96875,115595.3203125,110357.703125,127314.3359375,116658.4375,121409.734375,116217.25,131021.3984375,144826.625,191971.3125,128758.1015625,123076.8359375,184619.296875,159365.75,114907.171875
Q8IUE6,H2AC21,Homo sapiens,1651309.75,1856440.5,1817543.75,1951611.375,2273875.75,1442509.25,1468691.125,1257469.625,1540206.5,1287661.375,1443515.75,1797359,4002318.5,2607169.25,2034022.5,3232970.25,4754085.5,1737673.75
Q8IUF1,ZNG1B,Homo sapiens,27294.87109375,25132.1328125,27253.3515625,26898.4375,31035.03515625,22679.0390625,33468.72265625,35009.71875,31539.919921875,31373.181640625,35812.65234375,38540.39453125,25837.71484375,31211.078125,30502.55859375,18927.20703125,31308.51953125,25101.853515625
Q8IUF8,RIOX2,Homo sapiens,320124.53125,346757.46875,420018.71875,322717.3125,458407.125,258613.3125,545147.0625,499990.78125,578910.4375,505361.65625,496375.0625,765241,638544.4375,526804,441811.1875,654258.9375,558033.25,434704.59375
Q8IUH3,RBM45,Homo sapiens,233502.953125,237806.953125,200522.3125,239758.203125,260773.265625,179298.84375,193998.96875,170157.34375,202453.828125,193859.875,212715.21875,232270.359375,324710.5,244197.578125,218079.15625,334444.875,255898.703125,199788.5
Q8IUH4,ZDHHC13,Homo sapiens,268466.1875,290267.71875,188881.578125,282747.21875,357831.875,212873.078125,241955.875,205031.234375,249193.78125,212062.46875,227761.453125,287327.03125,381672.09375,282777.65625,236615,452441.125,311321.46875,215861.78125
Q8IUH5,ZDHHC17,Homo sapiens,60221.85546875,45479.23046875,42211.67578125,49584.15234375,69533.4765625,45867.65234375,43468.1484375,46984.203125,56850.10546875,51412.765625,33334.61328125,64100.56640625,70945.515625,61168.35546875,46445.55859375,73951.0390625,68930.125,56975.0078125
Q8IUH8,SPPL2C,Homo sapiens,561845.875,552458.625,580709,492771.875,499679.53125,341048.28125,304786.4375,220162.375,327267.1875,288557.09375,248482.78125,369897,377915.53125,418098.71875,170106.765625,455656.75,398469.90625,280611.1875
Q8IUI8,CRLF3,Homo sapiens,255247.015625,263436.59375,177418.96875,224003.59375,258962.390625,167297.03125,113345.21875,96882.1171875,135152.0625,116712.9765625,113024.5234375,154371.40625,199533.96875,175245.625,127180.4453125,212350.140625,183966.703125,137834.59375
Q8IUR0,TRAPPC5,Homo sapiens,1321690.25,1262358.625,1189984.625,1264249.875,1601235.125,959125.375,1016280.375,877625.625,960330,940204.125,956305.75,1260742.75,1779348.375,1209771.25,1119672.5,1544095.375,1347477.875,1033040.25
Q8IUR7,ARMC8,Homo sapiens,1264272.25,1315299.625,877302.875,1224338.625,1478791,895342,924950.0625,839066.875,964638.75,864369.25,861544.75,1231796.25,1669290,1152166,1100978,1544059.25,1288540.375,1080444.25
Q8IUW5,RELL1,Homo sapiens,117960.84375,137269.421875,161991.1875,140268.859375,136490.921875,115283.4140625,58742.60546875,73462.96875,90819.296875,85318.359375,60984.91796875,76294.1796875,185151.9375,188084,140361.046875,214696.078125,179640.703125,174736.15625
Q8IUX1,TMEM126B,Homo sapiens,318142.5625,365783.40625,248213.296875,305379.8125,397745.625,293127.71875,312901.9375,314713.21875,379665.90625,306159.03125,358305.28125,439062.8125,479395.25,346225.71875,369433.03125,395463.25,385467.53125,329830.1875
Q8IUX7,AEBP1,Homo sapiens,12492.7275390625,10212.37109375,12197.9658203125,NaN,15341.9150390625,6354.93115234375,3898.17578125,NaN,5835.00146484375,5430.96435546875,4572.2255859375,8129.0732421875,13564.703125,NaN,4304.23388671875,NaN,7544.7783203125,5446.6259765625
Q8IUZ5,PHYKPL,Homo sapiens,901508.5,976657.3125,901831.1875,919246.5625,1250818.875,651630.8125,816225,713430.5625,823782.6875,800919.75,766826.5,1204558.75,1560571.125,1081255,939780.6875,1447992.75,1228795.125,1042636.5
Q8IV01,SYT12,Homo sapiens,NaN,NaN,112066.859375,432442.6875,NaN,NaN,206480.796875,211781.1875,193156.15625,192326.859375,176128.3125,275224.9375,501407.09375,345337.46875,212319.71875,445940.125,408749.5,264529.59375
Q8IV08,PLD3,Homo sapiens,2805986.25,3014882.75,2503155.5,2636224.75,3664731.5,2403859.75,1799814.875,1683657.75,1943709,1889532.875,1772428.875,2387328.5,2273022.25,1723571,1391525.5,2201249.75,1936002.5,1450767.625
Q8IV32,CCDC71,Homo sapiens,8002.5546875,13729.0517578125,13626.2353515625,7530.30859375,12752.8037109375,10066.6650390625,6306.36572265625,NaN,NaN,NaN,6964.7890625,13635.0703125,NaN,9879.7529296875,NaN,7724.10986328125,NaN,NaN
Q8IV36,HID1,Homo sapiens,2416716.5,2372596.25,1798292.375,2232757,2769972.75,1695935.125,2738153,2738683,2747728,2676752,2797529.25,3583836,2704697,1961930.125,1948290.875,2460263.5,2179178,1689745.25
Q8IV38,ANKMY2,Homo sapiens,539967.125,142091.53125,159093.671875,536550.875,505249.03125,377996.84375,37138.49609375,26892.615234375,NaN,47697.6640625,NaN,39485.4609375,82144.609375,87955.6953125,80636.8984375,78638.890625,75147.28125,59310.59765625
Q8IV48,ERI1,Homo sapiens,300112.9375,283295.6875,169406.171875,293639.84375,351357.21875,181290.421875,275236.78125,212910.875,219665.984375,249794.921875,300159.5625,237385,441011.65625,276091.40625,229837.015625,407991.625,311672.375,208307.515625
Q8IV50,LYSMD2,Homo sapiens,1867853.25,2240840.5,2215796.5,2181591.25,2461803.25,1719864,239867.765625,231863.171875,200459.96875,249764.03125,215103.421875,299979.4375,395801.5625,319163.625,246898.84375,400430.84375,349829.21875,229999.421875
Q8IV63,VRK3,Homo sapiens,89010.7265625,93792.4765625,102599.6484375,79146.75,92132.1015625,77338.78125,90581.2109375,76662.3984375,100300.4609375,85559.796875,67894.8125,103592.7265625,186353.265625,151469.671875,127479.015625,193259.0625,168270.890625,121308.375
Q8IVC4,ZNF584,Homo sapiens,1130.6383056640625,2080.946044921875,NaN,1404.849365234375,1466.087646484375,NaN,1110.945556640625,1350.812744140625,NaN,NaN,NaN,NaN,7626.44921875,7697.5625,7139.8291015625,7894.2080078125,7990.5361328125,7311.90576171875
Q8IVD9,NUDCD3,Homo sapiens,708244.9375,743376.875,669144.25,700127,816442.75,443063.9375,531176.5,530510.25,572835.4375,543412.875,551525.5625,652567.125,925123.8125,651411,682747.8125,837392.3125,760092.0625,567318.75
Q8IVH2,FOXP4,Homo sapiens,103265.2890625,100861.453125,43334.7109375,92295.8828125,74360.53125,76156.203125,130411.4453125,121343.140625,112566.3671875,104985.6171875,95749.1484375,79250.3359375,108407.7265625,83013.2578125,63836.515625,106357.5703125,94820.1328125,70990.8515625
Q8IVH4,MMAA,Homo sapiens,78419.6171875,92022.140625,58984.93359375,66714.484375,96225.9921875,56854.53125,46648.30078125,51404.578125,81232.671875,54583.5234375,55646.75390625,65849.7421875,77801.4765625,49383.93359375,64491.80859375,77222.140625,83470.1328125,46798.68359375
Q8IVH8,MAP4K3,Homo sapiens,133089.046875,145090.15625,134003.921875,132026.109375,176075.296875,108243.6171875,119066.4140625,153326.296875,109124.8671875,116326.9375,114311.890625,153976.53125,263941.25,211017.359375,217148.875,278111.96875,231337.390625,151907.875
Q8IVL6,P3H3,Homo sapiens,NaN,NaN,NaN,NaN,NaN,NaN,87252.7109375,103993.5234375,93027.7578125,100294.125,97376.625,135791.125,180581.15625,143449.34375,119116.515625,188491.796875,165718.25,122525.703125
Q8IVM0,CCDC50,Homo sapiens,116353.6796875,142536.515625,NaN,98915.375,139655.640625,NaN,152179.5,146905.671875,129667.28125,132845.859375,159760.03125,158629.125,155676.21875,108639.6796875,106311.4765625,127931.9921875,119491.9375,91687.1640625
Q8IVP5,FUNDC1,Homo sapiens,51444.28515625,53930.05078125,NaN,55098.08203125,67625.9296875,NaN,49828.3671875,47585.8671875,46831.05859375,64351.984375,45416.05078125,48218.015625,86219.5546875,50421.37109375,48780.453125,57111.97265625,53908.51953125,32447.708984375
Q8IVQ6,ZDHHC21,Homo sapiens,100552.828125,99279.0625,50944.62890625,94440.953125,107372.8671875,73295.6953125,87592.5234375,103431.484375,114031.0546875,84435.859375,87751.8125,112964.75,82826.1328125,58026.50390625,72660.0546875,52554.234375,71133.78125,71251.953125
Q8IVS2,MCAT,Homo sapiens,649415.875,742992.4375,580121.0625,648566.9375,800547.875,525906.4375,693142.0625,635398.125,727717,663436.625,722436.375,957648.625,845539.75,691264.875,616904.5,799238.875,661707.1875,554650.0625
Q8IVT2,MISP,Homo sapiens,779169.5625,818094.3125,868849.625,812648.1875,962732.375,651768.5625,448494.78125,479521.4375,519693.3125,485420.8125,503762.40625,667014,823268.375,533394.75,440720.59375,792146.6875,599736.1875,462744.34375
Q8IVU3,HERC6,Homo sapiens,456139.5625,NaN,NaN,44760.62109375,NaN,57702.31640625,294800,287624.65625,238308.421875,NaN,NaN,399761.625,283524.5,273453.90625,201509.703125,463272.53125,276195.03125,214863.9375
Q8IVV7,GID4,Homo sapiens,NaN,65399.30078125,NaN,23291.869140625,42778.77734375,NaN,64018.33984375,NaN,110361.8359375,56516.296875,66922.0703125,64549.734375,65821.515625,72681.84375,62725.01953125,55509.0625,60196.6328125,71247.0234375
Q8IW00,VSTM4,Homo sapiens,151102.078125,162900.765625,103971.9921875,158100.453125,189587.453125,118361.9140625,146857.5,169923.234375,164292.5625,174345.484375,179848.296875,164030.375,141339.0625,85328.46875,107020.09375,144587.9375,93703.4453125,89389.7109375
Q8IW35,CEP97,Homo sapiens,368663.625,380496.15625,331905.65625,338688.5625,394561.875,308199.875,204813.296875,169576,261153.5,194839.09375,201091.265625,289667.6875,569513.125,403348.65625,401669.65625,470326.6875,432344.75,372355.59375
Q8IW45,NAXD,Homo sapiens,347086.8125,344393.96875,286454.875,322504.0625,425659.53125,221030.265625,130188.265625,124712.609375,119202.6796875,124633.3671875,122535.90625,166374.875,153955.75,109861.109375,111154.7265625,152700.75,159686.015625,87036.4140625
Q8IW92,GLB1L2,Homo sapiens,86580.0625,97993.328125,106093.6953125,76095.875,96486.625,52922.484375,134398.59375,146688.640625,154327.78125,138421.609375,131922.25,191693.3125,120227.5859375,85908.1953125,96899.328125,109563.984375,84989.6875,96134.3828125
Q8IWA0,WDR75,Homo sapiens,299151.6875,330492.5,268331.125,294439.6875,338775.5,232795.828125,292739.53125,302650.75,346454,266641.78125,307794.75,394435.25,585690.75,455594.15625,421132.15625,522512.625,523342.9375,447812.5
Q8IWA4,MFN1,Homo sapiens,466400.09375,454327,389786.21875,456394.03125,532986.625,301820.53125,470780.59375,412465.09375,440696.15625,419356.65625,448233.25,578645.0625,726664.9375,571776.375,498736.96875,757395.25,649294.375,493852.90625
Q8IWA5,SLC44A2,Homo sapiens,2032460.25,2165987.5,1941942.25,2051227.375,2497275.75,1615428.5,1593193.25,1709340.875,1640031.875,1767694.625,1815401.125,2217977.25,1243047.625,885002.5,952732,1081854.375,1005597.625,867276.375
Q8IWB7,WDFY1,Homo sapiens,316354.8125,315025.78125,240552.1875,283182.28125,345425.59375,172547.53125,197363.703125,195097.203125,175942.421875,186155.84375,213149.453125,225607.546875,237146.734375,202213.875,211492.15625,250169.921875,211612.90625,185941.515625
Q8IWB9,TEX2,Homo sapiens,353629.125,348037.9375,310024,340323.90625,447085.09375,314872.5625,463729.3125,458332.09375,489834.9375,478402.125,449369.5,635149.25,602249.25,448098.8125,395760.96875,573643.9375,474479.9375,389534.15625
Q8IWC1,MAP7D3,Homo sapiens,672152.5,768195.8125,766128.5,727581.375,811605.875,428508.6875,601409.625,601963.0625,529949.9375,635255.4375,633952.25,712366.0625,773498.625,606016.3125,487290.6875,732183.8125,597958.1875,487282.875
Q8IWD4,CCDC117,Homo sapiens,127864.1484375,139606.484375,325576.125,115603.609375,167961.6875,166423.546875,145535.609375,128385.296875,194010.390625,152377.765625,108181.8671875,173789.84375,312121.375,243732.890625,191074.9375,305127.65625,213604.0625,228749.640625
Q8IWE5,PLEKHM2,Homo sapiens,27444.341796875,24539.41015625,NaN,27990.021484375,42639.6953125,29457.123046875,22327.3125,26766.185546875,20756.431640625,22838.669921875,35720.2890625,37092.90234375,35313.4609375,21006.5703125,20185.958984375,9043.3271484375,25570.828125,11030.822265625
Q8IWF2,FOXRED2,Homo sapiens,129555.09375,117561.7109375,NaN,110172.0625,135413.796875,96458.53125,165560.65625,135776.3125,198095.15625,137163.03125,137339.625,251966.75,185325.125,138462.625,113821.7578125,248102.46875,131984.96875,64172.234375
Q8IWF6,DENND6A,Homo sapiens,145183.28125,126692.9296875,182696.5625,142384.859375,141516.671875,74196.4453125,79826.28125,94902.8671875,93467.53125,78773.5078125,79476.53125,110291.375,150931.953125,89153.6640625,97640.6875,131596.53125,96539.6328125,73561.390625
Q8IWI9,MGA,Homo sapiens,110159.1640625,115020.15625,124592.5859375,104730.9296875,129445.3515625,97947.1484375,118519.140625,128195.3046875,132700.375,128588.0859375,121003.4375,148543.953125,141734.140625,110538.6640625,102609.6875,128355.953125,122663.375,86976.625
Q8IWJ2,GCC2,Homo sapiens,62510.08984375,63853.640625,NaN,79691.359375,77638.1171875,79161.6171875,88094.3671875,85888.796875,105885.125,92116.9375,98176.5546875,115998.75,145256.90625,93976.0859375,85481.265625,127019.3203125,101604.328125,77259.3125
Q8IWL3,HSCB,Homo sapiens,429298.25,376413.59375,399536.9375,405547.34375,465281.78125,304378.46875,186073.3125,168877.703125,248567.546875,197030.546875,159568.46875,273499.46875,603335.4375,417386.5,319129.375,620773.6875,475750.1875,300465.9375
Q8IWQ3,BRSK2,Homo sapiens,83390.3671875,40661.37890625,NaN,60032.64453125,67293.46875,18931.99609375,90488.3046875,55912.265625,91236.09375,91236.09375,59545.60546875,117485.046875,NaN,52641.1796875,31793.185546875,42194.6015625,39234.4921875,29978.642578125
Q8IWR0,ZC3H7A,Homo sapiens,885289.0625,1001514.375,665388.6875,880620.9375,1103589.375,781035.6875,738752.8125,775327.25,749660.9375,670321.8125,715452.0625,991923.25,1156405.5,914609.4375,896063.5,1087927.125,957418.4375,781714.6875
Q8IWR1,TRIM59,Homo sapiens,104385.28125,133990.84375,120389.5234375,95369.8359375,112692.578125,104339.8046875,71987.328125,78456.78125,71771.5859375,62482.46484375,76385.4921875,120747.5078125,134263.1875,90827.8125,76882.8671875,123108.5546875,95446.34375,74018.546875
Q8IWS0,PHF6,Homo sapiens,1187855.625,1349840.875,1065920.375,1160460.25,1487851.5,1109950.25,1261587.25,1315864.25,1158756.5,1223542.375,1311166,1628289.875,1090258.375,928232.9375,1022002.25,1089210.125,1060755,836268.25
Q8IWT0,ZBTB8OS,Homo sapiens,314395.875,297728.15625,220178.78125,346686.4375,340380.71875,230279.859375,241783.453125,174707.84375,144199.390625,236916.296875,225495.96875,282982.875,378859.09375,228358.71875,223760.625,395410.96875,304387.15625,195175.171875
Q8IWT6,LRRC8A,Homo sapiens,249079.96875,273972.09375,251308.671875,238894.921875,295353.6875,212067.15625,231985.671875,217228.765625,264366.15625,229181.71875,228673.3125,333791.28125,266020.71875,199046.234375,176410.703125,223777.515625,215719.28125,156836.171875
Q8IWU5,SULF2,Homo sapiens,144831.296875,139337.75,156716.3125,139160.40625,170818.59375,113491.921875,81123.9140625,82476.6640625,125492.90625,77293.359375,87368.015625,136263.765625,357274.3125,215442.71875,217604.53125,279534.65625,259066.828125,190545.34375
Q8IWV7,UBR1,Homo sapiens,324666.75,349602.21875,329280.0625,329462.46875,371619,279859.875,220857.375,223969.859375,240129.171875,218070.515625,228565.171875,294079.25,385864,285268.09375,290530.46875,347943.34375,331572.78125,302891.4375
Q8IWV8,UBR2,Homo sapiens,194751.265625,212826.234375,170621.984375,179187.03125,242987.8125,134789.09375,262660,254014.28125,282357.46875,252902.46875,260961.09375,378791.25,442978.90625,343300.625,330179.65625,425224.15625,365751.3125,297739.375
Q8IWW6,ARHGAP12,Homo sapiens,2219345.75,2319968.25,1843329.5,2234084.5,2710734.5,2003747,1400715.875,1491073.875,1479458.375,1392937.75,1401239.75,1885545.75,2674368.5,2030252.375,1869043.25,2457482,2144087,1630148
Q8IWX8,CHERP,Homo sapiens,822018.1875,851417.75,764027.9375,764330.3125,1059174.625,678613.625,797134.25,728825.125,935738.5,865027.6875,734559.6875,962801.8125,1282940.625,809006.0625,676988.875,1302870.25,1025148.6875,768096.5
Q8IWY4,SCUBE1,Homo sapiens,1054.7607421875,NaN,NaN,NaN,NaN,NaN,149795.375,NaN,NaN,222830.109375,139518.4375,13608.982421875,NaN,183304.421875,180817.71875,NaN,NaN,NaN
Q8IWY9,CDAN1,Homo sapiens,212568.765625,243380.671875,195900.65625,199921.015625,257757.78125,189966.640625,116164.578125,117937.21875,98783.78125,119392.7734375,123852.8515625,133283.3125,285806.65625,220767.625,208726.5625,281377.34375,239931.125,194029.59375
Q8IWZ3,ANKHD1,Homo sapiens,643085,679323.9375,639887,621901.375,737042.4375,561973.9375,718325.25,664977.1875,736625.8125,637692.1875,708773.6875,902148.1875,1054611.875,771676.375,650918,927916.3125,812412.0625,656181.0625
Q8IWZ8,SUGP1,Homo sapiens,192666.96875,217124.71875,167748.140625,244580.71875,246376.21875,166662.25,208648.171875,192603.71875,188495.671875,218790.34375,210266.21875,239232.1875,329653.9375,258373.078125,257475.890625,334684.28125,297621.96875,232940.125
Q8IX01,SUGP2,Homo sapiens,154994.984375,187909.953125,185552.765625,143436.890625,178471.5625,120709.7734375,341751,309809.59375,333551.25,319938.875,358089.59375,411817.1875,383254.15625,314581.75,279773.03125,315722.96875,331364.09375,243133.359375
Q8IX03,WWC1,Homo sapiens,52302.3984375,69317.015625,73290.703125,53438.73828125,68306.1875,46908.47265625,48248.82421875,64620.1875,57362.01171875,56771.76953125,61105.234375,67937.515625,72259.34375,59491.62109375,59113.3046875,79947.7109375,72164.7734375,62764.51953125
Q8IX04,UEVLD,Homo sapiens,510587.90625,526564.3125,503976.5,482334.3125,607014.375,392987.875,534967.5,473433.6875,532866.5,522714.40625,479873.40625,651115.4375,588832.125,433223.78125,380123.6875,579136.25,459323.65625,365731.59375
Q8IX07,ZFPM1,Homo sapiens,8419.69921875,4898.30517578125,NaN,6378.6318359375,10277.1904296875,4972.77001953125,6977.40478515625,8427.494140625,8671.8525390625,6132.41357421875,6073.84619140625,10429.0654296875,10906.685546875,7655.65234375,5341.17578125,9158.369140625,7797.82080078125,5486.66064453125
Q8IX12,CCAR1,Homo sapiens,1980045.625,2035672.875,1733646.875,1808920.25,2223405.75,1315045.125,1809318,1745327.25,1680711.625,1712256,1840930.625,2370389.25,3221301.75,2297342.75,2292456,3190509.25,2499143,1959484.75
Q8IX15,HOMEZ,Homo sapiens,73110.859375,102563.4453125,NaN,155342.25,132454.1875,54617.56640625,77223.828125,97148.921875,96068.9609375,76956.515625,100784.5859375,48869.7734375,130509.8359375,103187.3828125,88088.7109375,141440.75,94059.59375,60252.58203125
